,text,label
3335,"Programme de formation à l'étranger de l'Union européenne ""Erasmus """,Ministre de l'Education nationale
3336,N10 entre Dasbourg-Pont et Marbourg,Ministre du Développement durable et des Infrastructures
3337,Sanctions à l'encontre du Colonel Khadafi et de ses proches,Ministre des Finances
3338,Projet intégré final,Ministre de l'Education nationale
3339,Stratégie de vaccination,Ministre de la Santé
3340,Commémoration de Henri VII,Premier Ministre
3341,Demandes des communes d'un renforcement d'effectif des policiers avant le recours à des sociétés de gardiennage,Ministre de la Justice
3342,Transport de matériaux nucléaires,Ministre de la Santé
3343,Vaccin AstraZeneca,Ministre de la Santé
3344,Présentation des statistiques de l'Organisation mondiale de la santé (OMS),Ministre de la Santé
3345,Prise en charge des ex-détenus,Ministre de la Justice
3346,Don du sang,Ministre de la Santé
3347,Ligne ferroviaire entre Rodange et Athus,Ministre du Développement durable et des Infrastructures
3348,Construction de nouveaux établissements scolaires,Ministre du Développement durable et des Infrastructures
3349,Utilisation de l'amiante dans la construction de bâtiments,Ministre de la Santé
3350,"Exposition ""Luxemburger in der Polizei des NS-Staates"" à Weimar",Premier Ministre
3351,Financement des cultes religieux,Ministre des Finances
3352,Formation d'infirmier et d'aide-soignant,Ministre de l'Education nationale
3353,Avertissements taxés des agents municipaux,Ministre de la Justice
3354,P&R Wasserbillig/Messenich,Ministre du Développement durable et des Infrastructures
3355,Délais de fixation des affaires devant le tribunal administratif pour plaidoiries,Ministre de la Justice
3356,Fonds souverain intergénérationnel du Luxembourg,Ministre des Finances
3357,Politique gouvernementale en matière de transmission des petites et moyennes entreprises,Ministre des Finances
3358,Sociétés de participation financières (SOPARFI),Ministre des Finances
3359,Carnet radiologique,Ministre de la Santé
3360,Délais dans le cadre des démarches administratives - cadastre vertical,Ministre des Finances
3361,Suites de l'affaire Mediator,Ministre de la Santé
3362,Droit de garde des enfants dans le cadre d'un divorce,Ministre de la Justice
3363,Production d'énergie photovoltaïque,Ministre du Développement durable et des Infrastructures
3364,Polygamie,Ministre de la Justice
3365,Réforme de la procédure de faillite,Ministre de la Justice
3366,Aide au réemploi,Ministre des Finances
3367,"Présence de ""Google"" au Luxembourg",Premier Ministre
3368,Enquête indépendante concernant l'incendie du 7 juin 2013 à la Centrale nucléaire de Cattenom,Ministre de la Santé
3369,Catégories de revenus et de patrimoine,Ministre des Finances
3370,Aides gouvernementales accordées au secteur Horeca,Premier Ministre
3371,Personnes non-binaires atteintes par la Covid-19,Ministre de la Santé
3372,Voitures immatriculées au Luxembourg et émissions de CO2,Ministre des Finances
3373,Complications liées à des produits pharmaceutiques contenant la substance docétaxel,Ministre de la Santé
3374,Hausse des prix des logements non destinés à une occupation personnelle,Ministre des Finances
3375,Infrastructures du lycée technique hôtelier à Diekirch,Ministre de l'Education nationale
3376,Transparence des coûts des prestations en nature du secteur hospitalier,Ministre de la Sécurité sociale
3377,"Mentions ""célibataire"" et ""divorcé(e)"" sur les actes d'état civil et autres documents administratifs",Ministre de l'Intérieur
3378,Contrôle des ponts et viaducs routiers au Luxembourg,Ministre du Développement durable et des Infrastructures
3379,Libéralisation du service postal,Premier Ministre
3380,Flux d'informations entre les différents acteurs du secteur de la santé,Ministre de la Santé
3381,Jardins de graviers,Ministre de l'Intérieur
3382,Utilisation de combustibles à haut taux de combustion (HTC) dans la Central nucléaire de Cattenom,Ministre du Développement durable et des Infrastructures
3383,Limites du dispositif sanitaire à 3 niveaux pour lutter contre la propagation de la Covid-19 dans les écoles,Ministre de l'Education nationale
3384,Critères de promotion de la création cinématographique et audiovisuelle au Luxembourg  par le CNA,Premier Ministre
3385,Réforme de la législation en matière de protection des majeurs incapables,Ministre de la Justice
3386,Taxation des OPC étrangers,Ministre des Finances
3387,Utilisation du narguilé (shisha) au Luxembourg,Ministre de la Santé
3388,Santé des élèves de l'école primaire,Ministre de l'Education nationale
3389,Dispositions concernant la réserve sanitaire,Ministre de la Santé
3390,Stagiaires-instituteurs,Ministre de l'Education nationale
3391,Quarantaine de deux semaines toute personne revenant en Allemagne de la Suède,Ministre de la Santé
3392,Parking à l'hôpital St.Louis à Ettelbruck,Ministre de la Santé
3393,Procédure de traitement de rulings,Ministre des Finances
3394,Taux de TVA sur l'installation des équipements utilisant des énergies renouvelables,Ministre des Finances
3395,Taxes à percevoir par la CSSF,Ministre des Finances
3396,Bibliothèque nationale,Premier Ministre
3397,Prise en charge des cotisations pour l'assurance pension par l'assurance dépendance,Ministre de la Sécurité sociale
3398,Accompagnement lors de l'échographie de grossesse dans le cadre de la pandémie Covid-19,Ministre de la Santé
3399,Définition des études surveillées et de l'aide aux devoirs à l'école primaire,Ministre de l'Education nationale
3400,Réglementation de la circulation sur les voies publiques - Tableau des seuils de présence de substances dans l'organisme,Ministre de la Santé
3401,Missions à accorder au Centre Hospitalier Neuro-Psychiatrique (CHNP),Ministre de la Sécurité sociale
3402,Immatriculation de camionnettes,Ministre du Développement durable et des Infrastructures
3403,Sondage du SEW auprès des enseignants dans l'enseignement fondamental,Ministre de l'Education nationale
3404,Psychomotriciens,Ministre de la Santé
3405,Mesures de sécurité du Centre Hospitalier Neuro-Psychiatrique,Ministre de la Justice
3406,Publication et diffusion d'une revue contenant des photos de mineurs à caractère douteux,Ministre de la Justice
3407,Prix d'hébergement pratiqués par les Centres intégrés pour personnes âgées (CIPA) et autres structures d'accueil pour seniors,Ministre de la Sécurité sociale
3408,Sages-femmes,Ministre de la Santé
3409,Vaccination des professionnelles de la santé,Ministre de l'Intérieur
3410,Stratégie énergétique de la France,Ministre de la Santé
3411,Deuxième dose du vaccin contre la Covid-19,Ministre de la Santé
3412,Gratuité des manuels scolaires,Ministre de l'Education nationale
3413,Vaccins contenant du thiomersal,Ministre de la Santé
3414,Avis de la Commission de surveillance du secteur financier dans le cadre de procédures judiciaires,Ministre des Finances
3415,Recommandations pour les structures d'accueil pour personnes âgées,Ministre de la Santé
3416,Réforme de la loi scolaire de 1912,Ministre de l'Education nationale
3417,Aministration de la deuxième dose du vaccin contre la Covid-19 dans un autre centre de vaccination,Ministre de la Santé
3418,"Tarif ""DMG1"" (dossier médical du patient)",Ministre de la Santé
3419,Les démarches futures du Gouvernement au sujet des décisions prises par l'Assemblée générale de l'Union des Caisses de Maladie,Ministre de la Sécurité sociale
3420,Article 629 du Code d'instruction criminelle,Ministre de la Justice
3421,Contrôles pour détecter d'éventuelles contaminations à la dioxine,Ministre de la Santé
3422,Abolition de l'impôt communal commercial,Ministre de l'Intérieur
3423,Publication de l'étude Femina-Susana,Ministre de la Santé
3424,Logements de service,Ministre des Finances
3425,Prise en charge des soins multidisciplinaires prestés au Centre national de rééducation fonctionnelle et de réadaptation,Ministre de la Santé
3426,Criminalité à Wiltz,Ministre de l'Intérieur
3427,"La situation des ""sans-papiers"" au Luxembourg",Ministre de la Justice
3428,Fauchage tardif,Ministre du Développement durable et des Infrastructures
3429,Zones d'activités économiques à caractère national,Ministre des Finances
3430,Recyclage des accumulateurs et batteries utilisés dans l'électromobilité,Ministre du Développement durable et des Infrastructures
3431,Système européen PNR (Passenger Name Record),Ministre de la Justice
3432,Situation des sans-abri vulnérables,Ministre de la Santé
3433,Interruption volontaire de grossesse,Ministre de la Santé
3434,Utilisation de la langue luxembourgeoise dans le secteur de la santé et des soins,Ministre de la Santé
3435,Charge des cotisations de l'assurance-maladie pour étudiants,Ministre de la Santé
3436,Organisation du stage des nouveaux enseignants suite à la réforme de la fonction publique,Ministre de l'Education nationale
3437,Réorganisation des services de guidance dans l'enseignement primaire,Ministre de l'Education nationale
3438,Centralisation des participations de l'Etat au sein de la SNCI,Ministre des Finances
3439,Conditions précises d'exploitation des maisons de retraites privées,Ministre de la Santé
3440,Vaccination contre la Covid-19,Ministre de la Santé
3441,Délivrance de médicaments via Internet,Ministre de la Santé
3442,Registre des bénéficiaires effectifs,Ministre de la Justice
3443,Infrastructures du Lycée Technique d'Ettelbrück,Ministre du Développement durable et des Infrastructures
3444,Société Nationale de Contrôle Technique,Ministre du Développement durable et des Infrastructures
3445,Construction de l'internat du Lycée technique agricole,Ministre de l'Education nationale
3446,Fermeture du restaurant à la gare centrale de Luxembourg-ville,Ministre du Développement durable et des Infrastructures
3447,Graves accusations à l'encontre du Ministre de la Justice,Ministre de la Justice
3448,Le rejet d'eau de la centrale nucléaire de Cattenom et les répercussions sur la Moselle,Ministre de l'Intérieur
3449,Stratégie européenne en matière d'environnement et de santémesures concrètes du Luxembourg,Ministre de la Santé
3450,Antisémitisme dans les écoles,Ministre de l'Education nationale
3451,Bommeleeër - Enquête de l'IGP,Ministre de la Justice
3452,Station-service Centre logistique Bettembourg/Dudelange,Ministre du Développement durable et des Infrastructures
3453,Système TARGET2,Ministre des Finances
3454,Vols de nuit à l'Aéroport de Luxembourg,Ministre du Développement durable et des Infrastructures
3455,Accès à la conduite aux motos 125ccm,Ministre du Développement durable et des Infrastructures
3456,Fermeture d'agences de la BCEE,Ministre des Finances
3457,Interdiction de la pornographie infantile virtuelle,Ministre de la Justice
3458,Associated Schools Project Networks de l'UNESCO,Ministre de l'Education nationale
3459,Manque d'effectifs auprès des CFL,Ministre du Développement durable et des Infrastructures
3460,Suppression des boutiques  hors taxes à partir du 1 juillet 1999,Ministre des Finances
3461,Accidents causés par des conducteurs roulant à contresens,Ministre du Développement durable et des Infrastructures
3462,Fonds souverain intergénérationnel du Luxembourg,Ministre des Finances
